songfilename,SongName,Speed,Condition,fileblock,testdurationsec,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,text.stopped,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,multiply,10,20,200,210,204,201,0,2,2,2,0,3,3,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.4590639999951,323.4590639999951,323.4590639999951,323.4590639999951,323.4590639999951,0.003312600019853562,323.4590639999951,True,-0.30092592592592593,-0.39537037037037037,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,multiply,2,10,20,27,23,28,0,2,2,2,0,4,4,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.89242119999835,324.89242119999835,324.89242119999835,324.89242119999835,324.89242119999835,0.0033963999594561756,324.89242119999835,True,-0.11388888888888889,-0.3962962962962963,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,subtract,61,59,2,3,8,9,0,2,2,2,0,5,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.04236140003195,326.04236140003195,326.04236140003195,326.04236140003195,326.04236140003195,0.00345949997426942,326.04236140003195,False,-0.10925925925925926,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,add,49,47,96,100,102,99,0,2,2,2,0,6,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.8590291000437,327.8590291000437,327.8590291000437,327.8590291000437,327.8590291000437,0.0035744000342674553,327.8590291000437,True,0.0962962962962963,-0.40370370370370373,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,subtract,49,47,2,5,7,11,0,2,2,2,0,7,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.4589746000129,332.4589746000129,332.4589746000129,332.4589746000129,332.4589746000129,0.003191300027538091,332.4589746000129,True,-0.09722222222222222,-0.40555555555555556,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,subtract,46,34,12,2,15,13,0,2,2,2,0,8,8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.29225220001535,335.29225220001535,335.29225220001535,335.29225220001535,335.29225220001535,0.00341810000827536,335.29225220001535,True,-0.2898148148148148,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,add,50,46,96,98,101,99,0,2,2,2,0,9,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.3921988999937,341.3921988999937,341.3921988999937,341.3921988999937,341.3921988999937,0.003290699969511479,341.3921988999937,True,0.1,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,multiply,13,10,130,132,133,137,0,2,2,2,0,10,10,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.15882730000885,343.15882730000885,343.15882730000885,343.15882730000885,343.15882730000885,0.0033831000328063965,343.15882730000885,True,-0.29814814814814816,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,multiply,7,2,14,18,20,18,0,2,2,2,0,11,11,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.75874280004064,344.75874280004064,344.75874280004064,344.75874280004064,344.75874280004064,0.003194499993696809,344.75874280004064,True,-0.3074074074074074,-0.39444444444444443,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,subtract,46,12,34,38,24,42,0,2,2,2,0,12,12,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.6254546000273,346.6254546000273,346.6254546000273,346.6254546000273,346.6254546000273,0.0033423000131733716,346.6254546000273,True,-0.09537037037037037,-0.3962962962962963,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,multiply,2,7,14,16,17,22,0,2,2,2,0,13,13,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0920471000136,351.0920471000136,351.0920471000136,351.0920471000136,351.0920471000136,0.00316909997491166,351.0920471000136,True,0.09722222222222222,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,subtract,47,33,14,21,18,4,0,2,2,2,0,14,14,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.8420310000074,352.8420310000074,352.8420310000074,352.8420310000074,352.8420310000074,0.003283799975179136,352.8420310000074,True,-0.08148148148148149,-0.4027777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,subtract,41,33,8,16,12,16,0,2,2,2,0,15,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.20861480000895,358.20861480000895,358.20861480000895,358.20861480000895,358.20861480000895,0.003152300021611154,358.20861480000895,True,-0.09722222222222222,-0.39814814814814814,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,subtract,51,34,17,20,21,23,0,2,2,2,0,16,16,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.9084671000019,361.9084671000019,361.9084671000019,361.9084671000019,361.9084671000019,0.0035114000202156603,361.9084671000019,True,-0.10555555555555556,-0.4027777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,multiply,7,10,70,78,71,80,0,2,2,2,0,17,17,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.79176270001335,371.79176270001335,371.79176270001335,371.79176270001335,371.79176270001335,0.0032665000180713832,371.79176270001335,True,-0.11481481481481481,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,multiply,10,13,130,133,135,139,0,2,2,2,0,18,18,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.24164459999884,374.24164459999884,374.24164459999884,374.24164459999884,374.24164459999884,0.0035856000031344593,374.24164459999884,True,-0.1,-0.3990740740740741,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,add,41,12,53,59,55,63,0,2,2,2,0,19,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.25829020002857,375.25829020002857,375.25829020002857,375.25829020002857,375.25829020002857,0.0032328000525012612,375.25829020002857,True,-0.30833333333333335,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,subtract,41,12,29,37,39,32,0,2,2,2,0,20,20,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.82490760000655,378.82490760000655,378.82490760000655,378.82490760000655,378.82490760000655,0.003390299971215427,378.82490760000655,True,-0.10462962962962963,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,multiply,10,10,100,103,105,110,0,2,2,2,0,21,21,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.9249124000198,381.9249124000198,381.9249124000198,381.9249124000198,381.9249124000198,0.003263399994466454,381.9249124000198,True,-0.10462962962962963,-0.39814814814814814,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\vocals\Like This (90) by MUNNYCAT.wav,like this,active,vocals,1,90,A,add,61,59,120,121,122,124,0,2,2,2,0,22,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.874850000022,382.874850000022,382.874850000022,382.874850000022,382.874850000022,0.003439699998125434,382.874850000022,True,-0.28703703703703703,-0.3972222222222222,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,24,20,44,47,49,54,0,3,3,9,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,400.0912936000386,0.0034485000069253147,0.009259259259259259,-0.36666666666666664,1,0,0,400.5080078000319,400.5080078000319,400.5080078000319,400.5080078000319,400.5080078000319,0.009382500022184104,400.5080078000319,True,-0.30833333333333335,-0.3925925925925926,1,0,0,ansOne,395.0914401000482,400.0912936000386,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,9,90,93,91,93,0,3,3,9,0,1,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.49117320001824,405.49117320001824,405.49117320001824,405.49117320001824,405.49117320001824,0.003201599989552051,405.49117320001824,True,-0.09722222222222222,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,45,45,90,97,92,94,0,3,3,9,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.00790190004045,407.00790190004045,407.00790190004045,407.00790190004045,407.00790190004045,0.003359899972565472,407.00790190004045,True,-0.2953703703703704,-0.3925925925925926,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,52,18,70,71,76,74,0,3,3,9,0,3,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.47449960000813,410.47449960000813,410.47449960000813,410.47449960000813,410.47449960000813,0.003207199973985553,410.47449960000813,True,-0.2962962962962963,-0.4027777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,38,35,73,79,80,74,0,3,3,9,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.82442399999127,414.82442399999127,414.82442399999127,414.82442399999127,414.82442399999127,0.00361070001963526,414.82442399999127,True,0.09259259259259259,-0.3972222222222222,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,16,160,164,170,166,0,3,3,9,0,5,5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.12427910004044,425.12427910004044,425.12427910004044,425.12427910004044,425.12427910004044,0.003229399968404323,425.12427910004044,True,-0.3138888888888889,-0.3990740740740741,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,16,5,80,82,86,90,0,3,3,9,0,6,6,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.1241907000076,427.1241907000076,427.1241907000076,427.1241907000076,427.1241907000076,0.0032893000170588493,427.1241907000076,True,0.1,-0.3990740740740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,16,2,32,34,36,38,0,3,3,9,0,7,7,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.59087310003815,428.59087310003815,428.59087310003815,428.59087310003815,428.59087310003815,0.003207499976269901,428.59087310003815,True,-0.2935185185185185,-0.3962962962962963,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,45,24,69,74,72,74,0,3,3,9,0,8,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.5241840000381,430.5241840000381,430.5241840000381,430.5241840000381,430.5241840000381,0.0034153999877162278,430.5241840000381,True,-0.10185185185185185,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,9,10,90,91,93,96,0,3,3,9,0,9,9,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.3741948000388,433.3741948000388,433.3741948000388,433.3741948000388,433.3741948000388,0.0032516999635845423,433.3741948000388,True,-0.2833333333333333,-0.39814814814814814,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,5,10,50,51,52,53,0,3,3,9,0,10,10,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.9240992999985,434.9240992999985,434.9240992999985,434.9240992999985,434.9240992999985,0.0033768999855965376,434.9240992999985,True,-0.3148148148148148,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,35,17,52,53,59,53,0,3,3,9,0,11,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.5741349000018,436.5741349000018,436.5741349000018,436.5741349000018,436.5741349000018,0.003233600000385195,436.5741349000018,True,-0.09074074074074075,-0.40370370370370373,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,subtract,45,18,27,28,30,33,0,3,3,9,0,12,12,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.79075500002364,438.79075500002364,438.79075500002364,438.79075500002364,438.79075500002364,0.003382100025191903,438.79075500002364,True,-0.09444444444444444,-0.4046296296296296,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,subtract,29,20,9,12,17,12,0,3,3,9,0,13,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.89063239999814,446.89063239999814,446.89063239999814,446.89063239999814,446.89063239999814,0.0032165999873541296,446.89063239999814,True,-0.30277777777777776,-0.3962962962962963,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,subtract,53,52,1,3,4,8,0,3,3,9,0,14,14,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.25721680000424,449.25721680000424,449.25721680000424,449.25721680000424,449.25721680000424,0.003338900045491755,449.25721680000424,True,-0.30092592592592593,-0.39444444444444443,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,5,50,53,52,56,0,3,3,9,0,15,15,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.47386620001635,450.47386620001635,450.47386620001635,450.47386620001635,450.47386620001635,0.003464600013103336,450.47386620001635,True,-0.2851851851851852,-0.40185185185185185,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,subtract,45,29,16,20,23,22,0,3,3,9,0,16,16,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.9405568999937,451.9405568999937,451.9405568999937,451.9405568999937,451.9405568999937,0.003344799974001944,451.9405568999937,True,-0.2953703703703704,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,5,2,10,11,18,15,0,3,3,9,0,17,17,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.19043620000593,457.19043620000593,457.19043620000593,457.19043620000593,457.19043620000593,0.003261999983806163,457.19043620000593,True,-0.2935185185185185,-0.3990740740740741,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,57,52,109,117,113,117,0,3,3,9,0,18,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.84044649999123,458.84044649999123,458.84044649999123,458.84044649999123,458.84044649999123,0.0036168000078760087,458.84044649999123,True,-0.3175925925925926,-0.4027777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,5,5,25,35,31,35,0,3,3,9,0,19,19,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.37373500003014,461.37373500003014,461.37373500003014,461.37373500003014,461.37373500003014,0.0032137000234797597,461.37373500003014,True,0.10925925925925926,-0.4009259259259259,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,30,29,59,67,62,66,0,3,3,9,0,20,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.55703120003454,462.55703120003454,462.55703120003454,462.55703120003454,462.55703120003454,0.003366399963852018,462.55703120003454,True,0.08796296296296297,-0.39444444444444443,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,subtract,45,17,28,34,30,31,0,3,3,9,0,21,21,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.84036259999266,464.84036259999266,464.84036259999266,464.84036259999266,464.84036259999266,0.0032260000007227063,464.84036259999266,True,-0.10648148148148148,-0.4027777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,5,50,57,53,57,0,3,3,9,0,22,22,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.7235965,470.7235965,470.7235965,470.7235965,470.7235965,0.003389800025615841,470.7235965,True,-0.2935185185185185,-0.39444444444444443,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,subtract,36,35,1,6,8,2,0,3,3,9,0,23,23,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.17357830004767,472.17357830004767,472.17357830004767,472.17357830004767,472.17357830004767,0.0031346000032499433,472.17357830004767,True,-0.3037037037037037,-0.3962962962962963,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,8,80,90,92,83,0,3,3,9,0,24,24,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.1068850000156,474.1068850000156,474.1068850000156,474.1068850000156,474.1068850000156,0.0032902000239118934,474.1068850000156,True,0.08425925925925926,-0.39444444444444443,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,9,10,90,91,98,95,0,3,3,9,0,25,25,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.52348340000026,475.52348340000026,475.52348340000026,475.52348340000026,475.52348340000026,0.003192199976183474,475.52348340000026,True,-0.29444444444444445,-0.3972222222222222,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,10,9,90,91,97,95,0,3,3,9,0,26,26,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.95692430000054,476.95692430000054,476.95692430000054,476.95692430000054,476.95692430000054,0.003749099967535585,476.95692430000054,True,-0.09814814814814815,-0.3990740740740741,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,16,10,160,164,165,168,0,3,3,9,0,27,27,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.3568443999975,478.3568443999975,478.3568443999975,478.3568443999975,478.3568443999975,0.003396499960217625,478.3568443999975,True,0.11944444444444445,-0.3925925925925926,1,0,0,ansThree,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,subtract,36,35,1,4,5,8,0,3,3,9,0,28,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.69014850002714,479.69014850002714,479.69014850002714,479.69014850002714,479.69014850002714,0.0032654000096954405,479.69014850002714,True,-0.0962962962962963,-0.3972222222222222,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,multiply,8,2,16,21,20,22,0,3,3,9,0,29,29,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.7734754999983,481.7734754999983,481.7734754999983,481.7734754999983,481.7734754999983,0.0033497000113129616,481.7734754999983,True,-0.29814814814814816,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,57,52,109,116,115,110,0,3,3,9,0,30,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.6401009000256,483.6401009000256,483.6401009000256,483.6401009000256,483.6401009000256,0.0034123999648727477,483.6401009000256,True,-0.11018518518518519,-0.3962962962962963,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\silence.wav,silent,silent,silent,1,90,A,add,45,18,63,64,69,66,0,3,3,9,0,31,31,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.34001980000176,486.34001980000176,486.34001980000176,486.34001980000176,486.34001980000176,0.003465200017672032,486.34001980000176,True,-0.10925925925925926,-0.4,1,0,0,ansTwo,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,add,58,54,112,117,118,114,0,4,4,6,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,497.63990020001074,0.0029269999940879643,-0.13796296296296295,-0.3888888888888889,1,0,0,498.1575516000157,498.1575516000157,498.1575516000157,498.1575516000157,498.1575516000157,0.010228200000710785,498.1575516000157,True,-0.28888888888888886,-0.3925925925925926,1,0,0,ansOne,492.6399614000111,497.63990020001074,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,19,5,95,101,100,97,0,4,4,6,0,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.47320619999664,500.47320619999664,500.47320619999664,500.47320619999664,500.47320619999664,0.0033561000018380582,500.47320619999664,True,-0.3111111111111111,-0.39444444444444443,1,0,0,ansOne,,,,,,,,,,,,,,,,,001,2022-11-01_12h24.03.448,musicalMathTest,2022.2.0,59.98710278642976,
