songfilename,SongName,Speed,Condition,fileblock,testdurationsec,songCondFile,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,text.stopped,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,multiply,5,11,55,56,63,57,0,1,1,8,0,18,18,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.21135530003812,193.21135530003812,193.21135530003812,193.21135530003812,193.21135530003812,0.012187899963464588,193.21135530003812,True,0.09814814814814815,-0.3907407407407407,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,add,53,13,66,72,70,74,0,1,1,8,0,19,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1946463000495,195.1946463000495,195.1946463000495,195.1946463000495,195.1946463000495,0.015311199997086078,195.1946463000495,True,-0.3055555555555556,-0.4009259259259259,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,subtract,54,53,1,4,9,13,0,1,1,8,0,20,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.62890430004336,197.62890430004336,197.62890430004336,197.62890430004336,197.62890430004336,0.01555529999313876,197.62890430004336,True,-0.10833333333333334,-0.4064814814814815,1,0,0,ansTwo,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,add,44,11,55,57,61,56,0,1,1,8,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.9770215000026,200.9770215000026,200.9770215000026,200.9770215000026,200.9770215000026,0.019068999972660094,200.9770215000026,True,0.08981481481481482,-0.3962962962962963,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,subtract,58,21,37,38,44,42,0,1,1,8,0,22,22,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.14348820003215,203.14348820003215,203.14348820003215,203.14348820003215,203.14348820003215,0.020693200000096112,203.14348820003215,False,-0.29814814814814816,-0.39351851851851855,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,multiply,10,19,190,192,194,195,0,1,1,8,0,23,23,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.55920260003768,208.55920260003768,208.55920260003768,208.55920260003768,208.55920260003768,0.011917600000742823,208.55920260003768,True,-0.31296296296296294,-0.38796296296296295,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,add,57,54,111,115,118,112,0,1,1,8,0,24,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4920667000115,211.4920667000115,211.4920667000115,211.4920667000115,211.4920667000115,0.012697099999058992,211.4920667000115,True,0.0962962962962963,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,subtract,53,21,32,40,35,40,0,1,1,8,0,25,25,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.22503349999897,214.22503349999897,214.22503349999897,214.22503349999897,214.22503349999897,0.01342029997613281,214.22503349999897,True,-0.30185185185185187,-0.4,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,multiply,10,11,110,115,116,115,0,1,1,8,0,26,26,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0594874000526,218.0594874000526,218.0594874000526,218.0594874000526,218.0594874000526,0.016990099975373596,218.0594874000526,True,-0.2953703703703704,-0.3962962962962963,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,multiply,5,14,70,77,74,75,0,1,1,8,0,27,27,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.1592383000534,220.1592383000534,220.1592383000534,220.1592383000534,220.1592383000534,0.017641099984757602,220.1592383000534,True,0.10925925925925926,-0.40370370370370373,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,multiply,11,2,22,29,26,27,0,1,1,8,0,28,28,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.45672240003478,225.45672240003478,225.45672240003478,225.45672240003478,225.45672240003478,0.015385899983812124,225.45672240003478,True,-0.10740740740740741,-0.3888888888888889,1,0,0,ansTwo,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\calm\instrumentals\Younger Then (90) (Instrumental) by Allebasi.wav,younger then,calm,instrumental,1,90,A,subtract,58,53,5,11,7,13,0,1,1,8,0,29,29,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.3733178000548,227.3733178000548,227.3733178000548,227.3733178000548,227.3733178000548,0.01867239997955039,227.3733178000548,True,-0.30092592592592593,-0.39166666666666666,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,5,6,30,36,38,42,0,2,2,6,0,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,235.58880130003672,0.012895299994852394,-0.12777777777777777,-0.39351851851851855,1,0,0,237.3386769000208,237.3386769000208,237.3386769000208,237.3386769000208,237.3386769000208,0.02498439996270463,237.3386769000208,True,0.11574074074074074,-0.4083333333333333,1,0,0,ansThree,230.57286480005132,235.58880130003672,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,11,10,110,114,115,111,0,2,2,6,0,1,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.32122060004622,241.32122060004622,241.32122060004622,241.32122060004622,241.32122060004622,0.01226620003581047,241.32122060004622,True,0.10462962962962963,-0.39814814814814814,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,subtract,44,11,33,39,23,37,0,2,2,6,0,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.47069860005286,243.47069860005286,243.47069860005286,243.47069860005286,243.47069860005286,0.015023400017526,243.47069860005286,True,0.08611111111111111,-0.3907407407407407,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,subtract,56,53,3,11,10,8,0,2,2,6,0,3,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.43715230003,246.43715230003,246.43715230003,246.43715230003,246.43715230003,0.015280499996151775,246.43715230003,True,-0.30185185185185187,-0.39537037037037037,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,add,44,21,65,68,75,72,0,2,2,6,0,4,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.520226200053,248.520226200053,248.520226200053,248.520226200053,248.520226200053,0.011645900027360767,248.520226200053,False,0.10833333333333334,-0.3861111111111111,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,11,10,110,120,118,116,0,2,2,6,0,5,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.78646350000054,251.78646350000054,251.78646350000054,251.78646350000054,251.78646350000054,0.011943700024858117,251.78646350000054,True,0.1037037037037037,-0.3962962962962963,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,add,63,58,121,127,129,133,0,2,2,6,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.46962480002549,253.46962480002549,253.46962480002549,253.46962480002549,253.46962480002549,0.010911799967288971,253.46962480002549,True,-0.3074074074074074,-0.40370370370370373,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,subtract,58,53,5,11,7,13,0,2,2,6,0,7,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.56909590004943,256.56909590004943,256.56909590004943,256.56909590004943,256.56909590004943,0.010920200031250715,256.56909590004943,True,-0.30648148148148147,-0.40185185185185185,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,14,2,28,34,38,42,0,2,2,6,0,8,8,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.3542065000511,259.3542065000511,259.3542065000511,259.3542065000511,259.3542065000511,0.015199100016616285,259.3542065000511,True,0.09814814814814815,-0.3925925925925926,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,19,10,190,198,200,195,0,2,2,6,0,9,9,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7343840000103,266.7343840000103,266.7343840000103,266.7343840000103,266.7343840000103,0.01649770000949502,266.7343840000103,True,0.10185185185185185,-0.40185185185185185,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,subtract,44,21,23,28,30,24,0,2,2,6,0,10,10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.5181799000129,268.5181799000129,268.5181799000129,268.5181799000129,268.5181799000129,0.01577480003470555,268.5181799000129,True,-0.08148148148148149,-0.3907407407407407,1,0,0,ansTwo,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,10,19,190,195,191,195,0,2,2,6,0,11,11,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9711632000399,271.9711632000399,271.9711632000399,271.9711632000399,271.9711632000399,0.015941699966788292,271.9711632000399,True,-0.09351851851851851,-0.4027777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,10,11,110,115,116,115,0,2,2,6,0,12,12,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.3842215000186,275.3842215000186,275.3842215000186,275.3842215000186,275.3842215000186,0.015600600047037005,275.3842215000186,True,0.08796296296296297,-0.3962962962962963,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,subtract,53,11,42,49,45,46,0,2,2,6,0,13,13,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.01608200004557,277.01608200004557,277.01608200004557,277.01608200004557,277.01608200004557,0.01253589999396354,277.01608200004557,True,-0.29907407407407405,-0.387037037037037,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,10,6,60,63,62,61,0,2,2,6,0,14,14,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.6007356000482,281.6007356000482,281.6007356000482,281.6007356000482,281.6007356000482,0.016681900015100837,281.6007356000482,True,0.1,-0.3972222222222222,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,11,5,55,58,56,62,0,2,2,6,0,15,15,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.7152683000313,283.7152683000313,283.7152683000313,283.7152683000313,283.7152683000313,0.012679400038905442,283.7152683000313,True,-0.29444444444444445,-0.3962962962962963,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,2,19,38,41,44,46,0,2,2,6,0,16,16,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.1984910000465,286.1984910000465,286.1984910000465,286.1984910000465,286.1984910000465,0.01467830000910908,286.1984910000465,True,0.10185185185185185,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,19,2,38,43,41,46,0,2,2,6,0,17,17,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.06517050002003,288.06517050002003,288.06517050002003,288.06517050002003,288.06517050002003,0.014956899976823479,288.06517050002003,True,-0.2898148148148148,-0.39537037037037037,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,subtract,44,44,0,5,3,1,0,2,2,6,0,18,18,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.6643404000206,290.6643404000206,290.6643404000206,290.6643404000206,290.6643404000206,0.011335399991367012,290.6643404000206,True,-0.10277777777777777,-0.4027777777777778,1,0,0,ansTwo,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,add,57,54,111,115,118,112,0,2,2,6,0,19,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.59744580002734,293.59744580002734,293.59744580002734,293.59744580002734,293.59744580002734,0.01573450001887977,293.59744580002734,True,0.1175925925925926,-0.3990740740740741,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,11,10,110,112,114,115,0,2,2,6,0,20,20,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.1803452000022,296.1803452000022,296.1803452000022,296.1803452000022,296.1803452000022,0.01683690003119409,296.1803452000022,True,-0.29074074074074074,-0.3962962962962963,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,add,53,13,66,72,70,74,0,2,2,6,0,21,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.2141012000502,298.2141012000502,298.2141012000502,298.2141012000502,298.2141012000502,0.01323969999793917,298.2141012000502,True,-0.31296296296296294,-0.40370370370370373,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,add,57,53,110,114,116,112,0,2,2,6,0,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.5462650000118,300.5462650000118,300.5462650000118,300.5462650000118,300.5462650000118,0.011025600018911064,300.5462650000118,True,-0.30648148148148147,-0.4046296296296296,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,14,10,140,146,141,143,0,2,2,6,0,23,23,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.86260510003194,302.86260510003194,302.86260510003194,302.86260510003194,302.86260510003194,0.014246599981561303,302.86260510003194,True,-0.2962962962962963,-0.40185185185185185,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,subtract,53,13,40,45,46,48,0,2,2,6,0,24,24,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.82889460003935,304.82889460003935,304.82889460003935,304.82889460003935,304.82889460003935,0.015445300028659403,304.82889460003935,True,0.1111111111111111,-0.4,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,5,11,55,56,63,57,0,2,2,6,0,25,25,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.1953107000445,307.1953107000445,307.1953107000445,307.1953107000445,307.1953107000445,0.012123499996960163,307.1953107000445,True,-0.29814814814814816,-0.39537037037037037,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,19,10,190,195,192,196,0,2,2,6,0,26,26,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.8115746000549,309.8115746000549,309.8115746000549,309.8115746000549,309.8115746000549,0.012185200001113117,309.8115746000549,True,-0.30092592592592593,-0.3990740740740741,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,6,10,60,61,68,70,0,2,2,6,0,27,27,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.62787170003867,311.62787170003867,311.62787170003867,311.62787170003867,311.62787170003867,0.015625600004568696,311.62787170003867,True,-0.3148148148148148,-0.4027777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,subtract,54,13,41,49,42,45,0,2,2,6,0,28,28,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.4985498000169,313.4985498000169,313.4985498000169,313.4985498000169,313.4985498000169,0.013682199991308153,313.4985498000169,False,0.11296296296296296,-0.39166666666666666,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,subtract,57,54,3,5,7,5,0,2,2,6,0,29,29,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0441483000177,316.0441483000177,316.0441483000177,316.0441483000177,316.0441483000177,0.014644100039731711,316.0441483000177,True,-0.29074074074074074,-0.4074074074074074,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,add,53,21,74,77,75,77,0,2,2,6,0,30,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.6270007000421,320.6270007000421,320.6270007000421,320.6270007000421,320.6270007000421,0.01601189997745678,320.6270007000421,True,-0.30185185185185187,-0.4083333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Someone Like You (90) (Instrumental) by Poison Beaches.wav,someone like you,active,instrumental,1,90,A,multiply,6,2,12,14,18,22,0,2,2,6,0,31,31,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.5592636000365,326.5592636000365,326.5592636000365,326.5592636000365,326.5592636000365,0.011525100038852543,326.5592636000365,True,-0.08981481481481482,-0.4009259259259259,1,0,0,ansTwo,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,add,54,21,75,82,78,77,0,3,3,0,0,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,333.3917373000295,0.011179699969943613,0.05,-0.43425925925925923,1,0,0,334.4415344000445,334.4415344000445,334.4415344000445,334.4415344000445,334.4415344000445,0.023541899980045855,334.4415344000445,True,-0.10833333333333334,-0.38981481481481484,1,0,0,ansTwo,328.3758295000298,333.3917373000295,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,subtract,44,44,0,5,3,1,0,3,3,0,0,1,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.9078067000373,336.9078067000373,336.9078067000373,336.9078067000373,336.9078067000373,0.010388199996668845,336.9078067000373,True,-0.3037037037037037,-0.4027777777777778,1,0,0,ansOne,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,multiply,19,2,38,43,41,46,0,3,3,0,0,2,2,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.79087110003456,338.79087110003456,338.79087110003456,338.79087110003456,338.79087110003456,0.012943999958224595,338.79087110003456,True,-0.10648148148148148,-0.39444444444444443,1,0,0,ansTwo,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,subtract,58,13,45,47,49,51,0,3,3,0,0,3,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.5434855000349,340.5434855000349,340.5434855000349,340.5434855000349,340.5434855000349,0.015257099992595613,340.5434855000349,True,0.09722222222222222,-0.4027777777777778,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
music\active\instrumentals\Believe It (90) (Instrumental) by Ty Magenta.wav,believe it,active,instrumental,1,90,A,add,63,58,121,128,124,123,0,3,3,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.2908151000156,343.2908151000156,343.2908151000156,343.2908151000156,343.2908151000156,0.015888100024312735,343.2908151000156,True,0.08981481481481482,-0.3907407407407407,1,0,0,ansThree,,,,,,,,,,,,,,,,,002,2022-11-02_00h22.36.021,musicalMathTest,2022.2.0,60.05151218790269,
